id_producto,no_parte,producto,producto_completo,marca,etiquetas,subcategoria,categoria,cat
3640,P564955,Café Buendia Descafeinado,Café Buendia Descafeinado x 85g,Buendia,Café,Despensa,Alimentos y Bebidas,A&B
3641,P465560,Arroz soplado Susi,Arroz soplado Susi x 25g,Susi,Panadería Empacada,Panadería Y Pastelería,Alimentos y Bebidas,A&B
3642,P420528,Pan súper Hamburguesa Bimbo 4 Und,Pan súper Hamburguesa Bimbo 4 Und x 350g,Bimbo,Panadería Empacada,Panadería Y Pastelería,Alimentos y Bebidas,A&B
3643,P677655,Borrador Mágico Bon Bril,Borrador Mágico Bon Bril x 2und.,Bon Bril,Esponjas Y Fibras,Limpieza De Cocina,Hogar,HO
3644,P532050,Rollo helado frutos bosque Colombina,Rollo Helado Frutos Del Bosque,Colombina,Helados,Productos Congelados,Alimentos y Bebidas,A&B
3645,P924900,Tortilla burrito,Tortilla burrito x 8unds x 600g.,Azteca,Panadería Empacada,Panadería Y Pastelería,Alimentos y Bebidas,A&B
3646,P360551,Pasta cup sopa instantánea carne res Noodles,Pasta cup sopa instantánea carne res Noodles x 64 g,Nissin,Pastas,Despensa,Alimentos y Bebidas,A&B
3647,P350843,Jabón Dorado Te verde y olivas,Jabón Dorado Te verde y olivas X 3 und x 125 g,Dorado,Jabones De Tocador,Cuidado Personal,Salud y Belleza,S&B
3648,P530472,Yogurt benecol,Yogurt benecol x 100 g x 8 und surtido botella,Colanta,Yogurt,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3649,P819891,Quesillo,Quesillo Colanta X 250 gr,Colanta,Queso,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3650,P410386,Insecticida Rayol repuesto automático botánica,Insecticida Rayol repuesto automático botánica x 250ml,Rayol,Insecticidas,Aseo De Hogar,Hogar,HO
3651,P640851,Queso tajado lonchi tapioka Colacteos,Queso tajado lonchi tapioka Colacteos x 450 g,Tapioka,Queso,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3652,P899544,Margarina Campi paisa con sal,Margarina Campi paisa con sal x 1000 g,Campi,Margarina,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3653,P502630,Laca Babaria,Laca Babaria x 100 ml,Babaria,Gel Y Fijadores,Cuidado Personal,Salud y Belleza,S&B
3654,P550165,Tortillas harina Azteca,Tortillas harina Azteca x 8 unds X 240g.,Azteca,Panadería Empacada,Panadería Y Pastelería,Alimentos y Bebidas,A&B
3655,P640914,Maní Manitoba Bajo En Sodio,Maní Manitoba Bajo En Sodio X 40g,Manitoba,Frutos Secos,Pasabocas,Alimentos y Bebidas,A&B
3656,P256633,Romero Granaroma,Romero Granaroma x 16 gr,Granaroma,"Condimentos, Caldos Y Sal",Despensa,Alimentos y Bebidas,A&B
3657,P656584,Masa fillo dough hojaldre,Masa fillo dough hojaldre x 454 gr,Fillodough,Masas Y Snacks,Productos Congelados,Alimentos y Bebidas,A&B
3658,P397107,Gaseosa Pepsi light,"Gaseosa Pepsi light x 1,5 Litro",Pepsi,Gaseosas,Bebidas,Alimentos y Bebidas,A&B
3659,P525543,Gaseosa Manzana postobon cero calorías,Manzana 1.5 Litros,Postobon,Gaseosas,Bebidas,Alimentos y Bebidas,A&B
3660,P989052,Huevo Sixpack,Huevo Sixpack x 3und Gallina Feliz 100%.Natural,Santa Reyes,Huevos,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3661,P567623,Detergente Rindex multibicarbonato limón,Detergente Rindex multibicarbonato limón x 2 000g,Rindex,Detergentes,Cuidado De Ropa Y Calzado,Hogar,HO
3662,P701355,Queso Emmental President,Queso Emmental President x 220g,President,Quesos Especializados,Charcutería,Alimentos y Bebidas,A&B
3663,P902088,Toallas de Cocina Familia AcolchaMAX Megarollo Decoradas de 120 Hojas,Toallas De Cocina Acolchamax Megarollo Blancas Por 120 Hojas,Familia,Servilletas Y Papel Aluminio,Limpieza De Cocina,Hogar,HO
3664,P913945,Queso Mascarpone Premium Choice x 227 g,Queso Mascarpone Premium Choice x 227 g,Premium Choice,Quesos Especializados,Charcutería,Alimentos y Bebidas,A&B
3665,P949760,Helado Premium Placeres de Macadamia Sinfonía,Helado Placeres De Macadamia X 600g,Sinfonia,Helados,Productos Congelados,Alimentos y Bebidas,A&B
3666,P315965,Pañitos Intimos Nosotras Natural,Pañitos Intimos Nosotras Natural x 80und,Nosotras,Protección Femenina,Cuidado Personal,Salud y Belleza,S&B
3667,P196350,Guante monocolor negro talla 9.0,Guante monocolor negro talla 9.0,Eterna,Guantes,Limpieza De Cocina,Hogar,HO
3668,P243614,Brownie mr brown maní arequipe,Brownie mr brown maní arequipe x 75g,Mr. Brown,Panadería Empacada,Panadería Y Pastelería,Alimentos y Bebidas,A&B
3669,P971934,Tostados Integral Guadalupe 24 Und,Tostados Integral Guadalupe 24 Und x 280g,Guadalupe,Panadería Empacada,Panadería Y Pastelería,Alimentos y Bebidas,A&B
3670,P261620,Vino espumoso Chandon extra brut,Vino espumoso Chandon extra brut x 187 ml,Chandon,Champañas Y Espumoso,Vinos Y Licores,Alimentos y Bebidas,A&B
3671,P875301,Chocolatina Criju Jet,Chocolatina Criju Jet x 12 und.x 132 g.,Jet,Chocolatería,Dulces Y Postres,Alimentos y Bebidas,A&B
3672,P606500,Base para pollo Chop Suey Maggi,Base para pollo Chop Suey Maggi x 41g.,Maggi,Salsas Y Vinagres,Despensa,Alimentos y Bebidas,A&B
3673,P777353,Yogurt Zorba Griego Fresa,Yogurt Zorba Griego Fresa X 135g,Zorba,Yogurt,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3674,P209217,Arepa con queso doble crema doña paisa,Arepa con queso doble crema doña paisa x 6 und x 500 g,Dona Paisa,Arepas,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3675,P826575,Ambientador Auto Spray Carro Nuevo Bonaire,Bonaire Spray,Bonaire,Ambientadores,Aseo De Hogar,Hogar,HO
3676,P297866,Esponjillon,Esponjillon x 12 unds,Eterna,Esponjas Y Fibras,Limpieza De Cocina,Hogar,HO
3677,P245956,Repuesto Ambientador Electra Oil Surtido Bonaire 3 und,Repuesto Ambientador Electra Oil Surtido Bonaire 3 und x 25ml c-u,Bonaire,Ambientadores,Aseo De Hogar,Hogar,HO
3678,P730231,"Paquete 6 jugos tetrapack fresa, mora y mango alpina","Paquete 6 jugos tetrapack fresa, mora y mango alpina x 200ml",Fruper,"Jugos, Refrescos Y Maltas",Bebidas,Alimentos y Bebidas,A&B
3679,P970361,Oral-B Pro-Salud Frozen Cepillo Dental,Oral-B Pro-Salud Frozen Cepillo Dental x 1 Und,Oral B,Cuidado Oral,Cuidado Personal,Salud y Belleza,S&B
3680,P874708,Vino Valdivieso merlot año 2013,Vino Valdivieso merlot año 2013 x 750 ml,Valdivieso,Vino,Vinos Y Licores,Alimentos y Bebidas,A&B
3681,P289138,Aguardiente Antioqueno sin azúcar botella,Aguardiente Antioqueno sin azúcar botella x 375 ml,Antioqueno,Aguardiente,Vinos Y Licores,Alimentos y Bebidas,A&B
3682,P154290,Gelatina Mora Diety,Gelatina Mora Diety x 13g,Diety,"Gelatinas, Flanes Y Pudines",Dulces Y Postres,Alimentos y Bebidas,A&B
3683,P933821,Guantes domésticos El Rey monocolor talla 7 1/2,Guantes domésticos El Rey monocolor talla 7 1/2,El Rey,Guantes,Limpieza De Cocina,Hogar,HO
3684,P581685,Chocolate torras zero negro coco,Chocolate torras zero negro coco x125g,Torras,Chocolatería,Dulces Y Postres,Alimentos y Bebidas,A&B
3685,P559851,Bebida gasificada limonata H2oh!,Bebida gasificada limonata H2oh! x 600 ml,H2Oh!,Agua,Bebidas,Alimentos y Bebidas,A&B
3686,P920486,Atún Van Camps Lomitos Agua,Atún Van Camps Lomitos Agua x 160g,Van Camps,Enlatados Y Conservas,Despensa,Alimentos y Bebidas,A&B
3687,P838761,Chicharrón Americano Natural Jacks 12 Und,Chicharrón Americano Natural Jacks 12 Und x 180g,Frito Lay,Papas Fritas Y Paquetes,Pasabocas,Alimentos y Bebidas,A&B
3688,P136401,Crema La Sopera de Pollo y Champiñones,Crema La Sopera de Pollo y Champiñones x 61 g.,La Sopera,"Bases, Cremas Y Sopas",Despensa,Alimentos y Bebidas,A&B
3689,P554177,Lavaloza crema lozacream avena,Lavaloza crema lozacream avena x 800 gr,Loza Crem,Lavalozas,Limpieza De Cocina,Hogar,HO
3690,P265161,Esmalte vogue fantastic selva,Esmalte vogue fantastic selva x 10 ml,Vogue,Maquillaje,Belleza,Salud y Belleza,S&B
3691,P754014,Sopa de pollo con fideos Knorr,Sopa de pollo con fideos Knorr x 64 g,Knorr,"Bases, Cremas Y Sopas",Despensa,Alimentos y Bebidas,A&B
3692,P845325,Helado Popsy Brownie Gourmet,Helado Popsy Brownie Gourmet x 1 litro,Popsy,Helados,Productos Congelados,Alimentos y Bebidas,A&B
3693,P222828,JOHNSONS® Jabón Avena y Aceite de Almendras,JOHNSONS® Jabón Avena y Aceite de Almendras x 3 und x 125 g,Johnsons,Jabones De Tocador,Cuidado Personal,Salud y Belleza,S&B
3694,P993348,Maíz Tierno La Coruña,Maíz Tierno La Coruña x 432g,La Coruna,Enlatados Y Conservas,Despensa,Alimentos y Bebidas,A&B
3695,P760565,Dilusor masglo esmalte,Dilusor masglo esmalte x 60ml,Masglo,Maquillaje,Belleza,Salud y Belleza,S&B
3696,P587846,Gaseosa Pepsi x 1.5 lts,Gaseosa Pepsi x 1.5 lts,Pepsi,Gaseosas,Bebidas,Alimentos y Bebidas,A&B
3697,P219057,Jabón Lak protege avena,Jabón Lak protege avena x 3 und x 125 g c-u,Lak,Jabones De Tocador,Cuidado Personal,Salud y Belleza,S&B
3698,P961001,Deditos de queso Arah,Deditos de queso Arah x 60 und,Farah,Masas Y Snacks,Productos Congelados,Alimentos y Bebidas,A&B
3699,P265282,Insecticida Raid Max mata cucarachas aerosol,Mata Rastreros Max Aerosol,Raid,Insecticidas,Aseo De Hogar,Hogar,HO
3700,P817480,Esmalte Vogue fantasic tutu,Esmalte Vogue fantasic tutu x 10 ml,Vogue,Maquillaje,Belleza,Salud y Belleza,S&B
3701,P578346,Ron Viejo de caldas 5 años,Ron Viejo De Caldas X 375ml,Viejo De Caldas,Ron,Vinos Y Licores,Alimentos y Bebidas,A&B
3702,P172575,Yogo-Yogo Melocotón,Yogo-Yogo Melocotón x 1000g Alpina,Yogo Yogo,Yogurt,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3703,P407016,Protectores Kotex diarios normal,Protectores Kotex diarios normal x 50und + ultra flexibles x 15und,Kotex,Protección Femenina,Cuidado Personal,Salud y Belleza,S&B
3704,P691989,Desodorante Rexona clinical sportstrengh men crema,Desodorante Rexona clinical sportstrengh men crema x 48 g,Rexona,Desodorantes,Cuidado Personal,Salud y Belleza,S&B
3705,P155087,Jabón red fresh manos liquido Menticol dp,Jabón red fresh manos liquido Menticol dp x 800 ml,Menticol,Jabones De Tocador,Cuidado Personal,Salud y Belleza,S&B
3706,P795648,Pato tanque azul,Pato tanque azul x 3 pastillas x 40 g c-u precio especial,Pato,Limpieza W.C.,Aseo De Hogar,Hogar,HO
3707,P410765,"Gyoza Skin 4"" Tyj 30","Gyoza Skin 4"" Tyj 30 X 300g",Happy Belly,Masas Y Snacks,Productos Congelados,Alimentos y Bebidas,A&B
3708,P597779,Salsa Brava,Salsa Brava x 320g,La Constancia,Salsas Y Vinagres,Despensa,Alimentos y Bebidas,A&B
3709,P678226,Granola Maizena frutos bosque barra,Granola Maizena frutos bosque barra x 6 und x 18g c-u,Maizena,Cereales,Despensa,Alimentos y Bebidas,A&B
3710,P145658,Alimento Lácteo Yogoyogo cereal surtido,Alimento Lácteo Yogoyogo cereal surtido x6undx130g c-u,Yogo Cereal,Yogurt,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3711,P254222,Pasta Clásica Rigatoni Doria,Pasta Clásica Rigatoni Doria x 500 g.,Doria,Pastas,Despensa,Alimentos y Bebidas,A&B
3712,P410273,Ambientador Glade automático precio especial,Ambientador Glade automático precio especial x 2 unds,Glade,Ambientadores,Aseo De Hogar,Hogar,HO
3713,P385016,Squash,Squash x 500 ml,Aquash,Hidratantes,Bebidas,Alimentos y Bebidas,A&B
3714,P144162,Esponja Eterna celulosa,Esponja Eterna celulosa x 2 und,Eterna,Esponjas Y Fibras,Limpieza De Cocina,Hogar,HO
3715,P120838,Paquete snack surtidos JBO,Paquete snack surtidos JBO x 16 g c-u,Jbo Mp,Frutos Secos,Pasabocas,Alimentos y Bebidas,A&B
3716,P775657,Pomo facial cuadrado,Pomo facial cuadrado x 2 und,Freestyle,Accesorios De Belleza,Belleza,Salud y Belleza,S&B
3717,P180030,Desmanchador Vanish Liquido Blanco 900ml,Desmanchador Vanish Liquido Blanco 900ml,Vanish,Desmanchadores,Cuidado De Ropa Y Calzado,Hogar,HO
3718,P697472,Crema Para Peinar Sedal Keratina con Antioxidante,Crema Para Peinar Sedal Keratina con Antioxidante x 300ml,Sedal,Acondicionadores Y Tratamientos,Cuidado Personal,Salud y Belleza,S&B
3719,P113689,Yogurt deja mu leche almendras sin dulce,Yogurt deja mu leche almendras sin dulce x1l,Deja-Mu,Yogurt,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3720,P521425,Crispetas uau! sin gluten surtidos,Crispetas uau! sin gluten surtidos x 8 und x 120 g,Uau,Papas Fritas Y Paquetes,Pasabocas,Alimentos y Bebidas,A&B
3721,P144397,Esparcible Mantequilla Canola Life,Esparcible Mantequilla Canola Life x 907g,Canola Life,Margarina,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3722,P592581,Aromática hierbabuena JBO,Aromática hierbabuena JBO x 20 unds x 15 g,Jbo Mp,"Té, Infusiones E Instantáneos",Despensa,Alimentos y Bebidas,A&B
3723,P501608,Ron Bacardi Añejo,Ron Big Apple Bacardi X 750ml,Bacardi,Ron,Vinos Y Licores,Alimentos y Bebidas,A&B
3724,P552415,Mayonesa San Jorge Doypack,Mayonesa Doy Pack Con Tapon 200 gr,San Jorge,Salsas Y Vinagres,Despensa,Alimentos y Bebidas,A&B
3725,P473812,Cera Beisbol autobrillante floral multipisos doypack,Cera Beisbol autobrillante floral multipisos doypack x 450ml,Beisbol,Cera,Aseo De Hogar,Hogar,HO
3726,P673057,Insecticida Bichek voladores zanc mos aer,Insecticida Bichek voladores zanc mos aer x 400ml,Bichek,Insecticidas,Aseo De Hogar,Hogar,HO
3727,P764081,Vino Santa Helena siglo oro reserva carmenere botella,Vino Santa Helena siglo oro reserva carmenere botella x 750 ml,Santa Helena,Vino,Vinos Y Licores,Alimentos y Bebidas,A&B
3728,P863576,Waffles Sunrise bolsa x 6 und x 270 g,Waffles Sunrise bolsa x 6 und x 270 g,Sunrise,Waffles Y Crepes,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3729,P856530,Arveja Amarilla,Arveja Amarilla x 1000 g San Pedro,San Pedro,Arroz Y Granos,Despensa,Alimentos y Bebidas,A&B
3730,P135081,Huevos rojo tipo A Maxima,Huevos rojo tipo A Maxima x 30 und,Maxima Mp,Huevos,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3731,P872662,Queso doble crema tajado La florida,Queso doble crema tajado La florida x 600 g,La Florida,Queso,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3732,P504014,Yogurt Colanta griego vainilla,Yogurt Colanta griego vainilla x 125 g,Colanta,Yogurt,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3733,P518793,Pate con Champiñón y pimienta,Pate con Champiñón y pimienta x 100 g,La Mansi?N Del Pate,Encurtidos Y Otros,Charcutería,Alimentos y Bebidas,A&B
3734,P347314,Pastilla Limpiador Adhesivo Continuo Para Inodoros 4 En 1 Lavanda Pato,Pato Limpiador Glade Lavanda,Pato,Limpieza W.C.,Aseo De Hogar,Hogar,HO
3735,P808781,Yogurt arequipe vaso,Yogurt arequipe vaso x 200g colanta,Colanta,Yogurt,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3736,P215974,Leche Saborizada,Leche Saborizada x 6und x 200g Alpina,Alpin,Leche,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3737,P236156,Promo Enjuague Bucal Colgate Plax Ice Glacial Zero Alcohol 250ml + Crema Dental Triple Acción,Promo Enjuague Bucal Colgate Plax Ice Glacial Zero Alcohol 250ml + Crema Dental Triple Acción Xtra Frescura 3x75ml,Colgate,Cuidado Oral,Cuidado Personal,Salud y Belleza,S&B
3738,P869361,Jabon Palmolive ucuuba humectante barra,Jabon Palmolive ucuuba humectante barra x 3und x 120g c-u,Palmolive,Jabones De Tocador,Cuidado Personal,Salud y Belleza,S&B
3739,P941798,Chicle Trident Total Menta Sin Azúcar,Chicle Trident Total Menta Sin Azúcar x 16.32g,Trident,Confitería,Dulces Y Postres,Alimentos y Bebidas,A&B
3740,P564315,Queso mozzarella tajado Colacteos,Queso mozzarella tajado Colacteos x 200 g,Colacteos,Queso,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3741,P953443,Pasabocas Yupi Cheese,Pasabocas Yupi Cheese x 95g,Yupi,Papas Fritas Y Paquetes,Pasabocas,Alimentos y Bebidas,A&B
3742,P189823,Chocolates Witors piramide,Chocolates Witors piramide x 300 g,Witors,Chocolatería,Dulces Y Postres,Alimentos y Bebidas,A&B
3743,P341759,Brownie Chocolov artesanal vegano,Brownie Chocolov artesanal vegano x 65g,Chocolov,Panadería Empacada,Panadería Y Pastelería,Alimentos y Bebidas,A&B
3744,P823860,Shampoo Savital keratina sábila,Shampoo Savital keratina sábila x 550 ml,Savital,Shampoo,Cuidado Personal,Salud y Belleza,S&B
3745,P792528,Limpia tapicería y alfombras Binner,Limpia tapicería y alfombras Binner x 500ml,Binner,Alfombras,Aseo De Hogar,Hogar,HO
3746,P450101,Mantecada,Mantecada X2,Jumbo,Pastelería,Panadería Y Pastelería,Alimentos y Bebidas,A&B
3747,P798365,Achiote entero Granaroma,Achiote entero Granaroma x 16 gr,Granaroma,"Condimentos, Caldos Y Sal",Despensa,Alimentos y Bebidas,A&B
3748,P388671,Trapero rapero algodón 210 g cabo metálico,Trapero rapero algodón 210 g cabo metálico,Jumbo,"Baldes, Escobas Y Accesorios",Limpieza De Cocina,Hogar,HO
3749,P236943,Acondicionador H&S; alivio refrescante,Acondicionador H&S; alivio refrescante x 375ml,Head & Shoulders,Acondicionadores Y Tratamientos,Cuidado Personal,Salud y Belleza,S&B
3750,P715793,Galletas Bridge Wafer Vainilla,Galletas Bridge Wafer Vainilla x 8Paq. x 30g c-u,Colombina,Galletas Dulces,Pasabocas,Alimentos y Bebidas,A&B
3751,P890899,Promo Desodorante Crema Lady Speed Stick 24/7 Talc 48 Horas 100g Pack 2und,Promo Desodorante Crema Lady Speed Stick 24/7 Talc 48 Horas 100g Pack 2und,Speed Stick,Desodorantes,Cuidado Personal,Salud y Belleza,S&B
3752,P940500,Arvejas y zanahorias congeladas McCain,Arvejas y zanahorias congeladas McCain x 500 g,Mc Cain,Verduras Congeladas,Productos Congelados,Alimentos y Bebidas,A&B
3753,P860417,Detergente Dersa multiusos bicarbonato + manzana,Detergente Dersa multiusos bicarbonato + manzana x 1000 g,Dersa,Detergentes,Cuidado De Ropa Y Calzado,Hogar,HO
3754,P444040,Arepa de queso doble crema don maiz,Arepa de queso doble crema don maiz x 20 und x 500 g,Don Maiz,Arepas,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3755,P802815,Aceitunas JBO negras hueso,Aceitunas JBO negras hueso x 350 g,Jbo Mp,Enlatados Y Conservas,Despensa,Alimentos y Bebidas,A&B
3756,P786446,Vino Frontera cabernet sauvignon,Vino Chardonnay Frontera X 750ml,Frontera,Vino,Vinos Y Licores,Alimentos y Bebidas,A&B
3757,P507332,Chocolate luker amargo,Chocolate luker amargo x 250g,Luker,Chocolate De Mesa,Despensa,Alimentos y Bebidas,A&B
3758,P394215,Cocadas x 6 unds,Cocadas x 6 unds x 132g,El Paraguitas,Dulces Típicos,Dulces Y Postres,Alimentos y Bebidas,A&B
3759,P235178,Aguardiente antioqueño botella,Aguardiente Antioqueño Caja X 1 lt,Antioqueno,Aguardiente,Vinos Y Licores,Alimentos y Bebidas,A&B
3760,P333431,Yogurt Finesse Probiótico Mora,Yogurt Finesse Probiótico Mora x 1000g Alpina,Finesse,Yogurt,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3761,P681436,Queso Parmesano Bolsa,Queso Parmesano Bolsa x 250g Alpina,Alpina,Queso,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3762,P220013,Cerveza Chelarte raquel pale ale,Cerveza Chelarte raquel pale ale x 330 ml,Chelarte,Cervezas,Vinos Y Licores,Alimentos y Bebidas,A&B
3763,P951329,Mezcla Hindu ice tea light frutos salvajes,Mezcla Hindu ice tea light frutos salvajes x 60 g,Hindu,"Té, Infusiones E Instantáneos",Despensa,Alimentos y Bebidas,A&B
3764,P832915,Yogurt Baby Vainilla Krispis,Yogurt Baby Vainilla Krispis X 106 Gr Alpina,Alpina Baby,Yogurt,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3765,P304618,Alimento forza almendra vainilla polvo Toning,Alimento forza almendra vainilla polvo Toning x 200g,Toning,Leches Vegetales,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
3766,P380597,Brownie choco Brownie Mini Ramo,Brownie choco Brownie Mini Ramo x 15 und x 300 g,Ramo,Panadería Empacada,Panadería Y Pastelería,Alimentos y Bebidas,A&B
3767,P602430,Bamba Shock premium puntos,Bamba Shock premium puntos,Shock,Accesorios De Belleza,Belleza,Salud y Belleza,S&B
3768,P461072,Promo Crema Dental Colgate Triple Acción Extra Blancura 75ml Pack 3und,Promo Crema Dental Colgate Triple Acción Menta Original 75ml Pack 3und,Colgate,Cuidado Oral,Cuidado Personal,Salud y Belleza,S&B
3769,P464298,Shampoo Vitane advance anti polución,Shampoo Vitane advance anti polución x 400 ml,Vitane,Shampoo,Cuidado Personal,Salud y Belleza,S&B
3770,P323062,Gelatina Frutiño light,Gelatina Frutiño light x 3 und x 33 g,Frutino,"Gelatinas, Flanes Y Pudines",Dulces Y Postres,Alimentos y Bebidas,A&B
3771,P744237,Tarta de queso jbo,Tarta de queso jbo x 6/8 porciones,Jumbo,Pastelería,Panadería Y Pastelería,Alimentos y Bebidas,A&B
3772,P339143,Salsa Fruco tartara,Salsa Fruco tartara x 180 g,Fruco,Salsas Y Vinagres,Despensa,Alimentos y Bebidas,A&B
3773,P919304,Miga de pan Guadalupe,Miga de pan Guadalupe x 250g,Guadalupe,Panadería Empacada,Panadería Y Pastelería,Alimentos y Bebidas,A&B
3774,P181261,Ambientador En Gel De Bolsa Para Espacios Pequeños Manzana y Canela Glade,Ambientador En Gel De Bolsa Para Espacios Pequeños Manzana y Canela Glade x 31g,Glade,Ambientadores,Aseo De Hogar,Hogar,HO
3775,P286764,Refresco mora Soka,Refresco mora Soka x 500 ml,Alpina,"Jugos, Refrescos Y Maltas",Bebidas,Alimentos y Bebidas,A&B
3776,P500189,Jabón anti bacterial avena y propoleo Carey,Jabón anti bacterial avena y propoleo Carey x 3 unds x 125g,Carey,Jabones De Tocador,Cuidado Personal,Salud y Belleza,S&B
